actions,categories,open_issues,pull_requests,stars,category
jrmurr/direnv-nix-action,"['continuous-integration', 'dependency-management']",0,0.0,0.0,"['continuous-integration', 'dependency-management']"
morsic/dependency-check_action,"['security', 'dependency-management']",0,,0.0,"['security', 'dependency-management']"
deryeger/pnpm-setup-action,"['continuous-integration', 'dependency-management']",0,0.0,3.0,"['continuous-integration', 'dependency-management']"
aabccd021/direnv-action,['dependency-management'],0,,0.0,['dependency-management']
chimeraant/dev,['dependency-management'],1,2.0,2.0,['dependency-management']
obfu5c8/action-svu,"['dependency-management', 'utilities']",0,7.0,1.0,"['dependency-management', 'utilities']"
dcarbone/install-jq-action,"['dependency-management', 'utilities']",0,0.0,0.0,"['dependency-management', 'utilities']"
daaku/gh-action-apt-install,"['dependency-management', 'support']",0,0.0,0.0,"['dependency-management', 'support']"
getdutchie/github-action-wait-on-check,['dependency-management'],0,,0.0,['dependency-management']
jipaix/package-json-updated-action,"['dependency-management', 'publishing']",0,,1.0,"['dependency-management', 'publishing']"
jmservera/license-finder-action,"['security', 'dependency-management']",0,0.0,0.0,"['security', 'dependency-management']"
dev-hanz-ops/install-gh-cli-action,['dependency-management'],0,0.0,2.0,['dependency-management']
gacts/setup-node-with-cache,"['continuous-integration', 'dependency-management']",0,0.0,1.0,"['continuous-integration', 'dependency-management']"
nsi-inco/copy-files-to-other-repositories,['dependency-management'],0,,0.0,['dependency-management']
cyberjunk/gha-ubuntu-cross,"['dependency-management', 'utilities']",0,0.0,2.0,"['dependency-management', 'utilities']"
cypher7682/renovate-approve-and-merge,"['continuous-integration', 'dependency-management']",0,0.0,0.0,"['continuous-integration', 'dependency-management']"
mayniklas/flake-update-action,['dependency-management'],0,0.0,0.0,['dependency-management']
chiefbiiko/setup-substrate,"['continuous-integration', 'dependency-management']",0,0.0,0.0,"['continuous-integration', 'dependency-management']"
actions-mn/cache,"['continuous-integration', 'dependency-management']",0,0.0,0.0,"['continuous-integration', 'dependency-management']"
jonathborg/spdx-to-dependency-graph-action,"['security', 'dependency-management']",0,,0.0,"['security', 'dependency-management']"
paulo-ferraz-oliveira/parse-tool-versions,"['continuous-integration', 'dependency-management']",1,0.0,2.0,"['continuous-integration', 'dependency-management']"
zerj9/setup-cargo-lambda,"['continuous-integration', 'dependency-management']",0,0.0,1.0,"['continuous-integration', 'dependency-management']"
alteryx/create-feedstock-meta-yaml,"['dependency-management', 'open-source-management']",0,0.0,0.0,"['dependency-management', 'open-source-management']"
itprokyle/action-setup-python,"['dependency-management', 'utilities']",0,4.0,0.0,"['dependency-management', 'utilities']"
insightsengineering/staged-dependencies-action,['dependency-management'],0,0.0,1.0,['dependency-management']
edgefarm/setup-updatechart,['dependency-management'],2,0.0,0.0,['dependency-management']
ai/asdf-cache-action,"['continuous-integration', 'dependency-management']",0,0.0,9.0,"['continuous-integration', 'dependency-management']"
pinkasey/cpanel-repository-action,"['deployment', 'dependency-management']",0,0.0,0.0,"['deployment', 'dependency-management']"
xaamin/actions-cache,"['dependency-management', 'utilities']",0,,0.0,"['dependency-management', 'utilities']"
wesleyducharme/action-update-vcpkg-repository,['dependency-management'],0,0.0,0.0,['dependency-management']
lwhiteley/dependent-jobs-result-check,"['dependency-management', 'utilities']",0,0.0,0.0,"['dependency-management', 'utilities']"
packetcoders/action-setup-cache-python-poetry,['dependency-management'],0,0.0,2.0,['dependency-management']
siacodelabs/setup-poetry,"['dependency-management', 'utilities']",0,0.0,1.0,"['dependency-management', 'utilities']"
stephenbawks/aws-lambda-layer,"['continuous-integration', 'dependency-management']",1,0.0,0.0,"['continuous-integration', 'dependency-management']"
awshole/snyk-python,"['security', 'dependency-management']",1,0.0,0.0,"['security', 'dependency-management']"
teleport-actions/setup,"['deployment', 'dependency-management']",0,,1.0,"['deployment', 'dependency-management']"
gravitational/setup-gamma,"['continuous-integration', 'dependency-management']",0,,0.0,"['continuous-integration', 'dependency-management']"
cyclonedx/gh-php-composer-generate-sbom,"['security', 'dependency-management']",1,0.0,0.0,"['security', 'dependency-management']"
tedivm/action-python-lockfile-update,"['dependency-management', 'code-quality']",0,0.0,0.0,"['dependency-management', 'code-quality']"
matt-usurp/validate-semver,"['dependency-management', 'publishing']",0,0.0,0.0,"['dependency-management', 'publishing']"
loeken/github-action-get-latest-release,['dependency-management'],0,,0.0,['dependency-management']
ekvanox/pipreqs-action,"['project-management', 'dependency-management']",0,,0.0,"['project-management', 'dependency-management']"
norwd/ghtag,"['project-management', 'dependency-management']",0,0.0,1.0,"['project-management', 'dependency-management']"
siarheidudko/autoupdater,"['dependency-management', 'utilities']",0,0.0,0.0,"['dependency-management', 'utilities']"
sharesight/enforce-package-dependency-version,"['dependency-management', 'utilities']",0,3.0,0.0,"['dependency-management', 'utilities']"
cocallaw/upstream-container,"['continuous-integration', 'dependency-management']",0,0.0,0.0,"['continuous-integration', 'dependency-management']"
rafspiny/repoman-repo-qa,"['dependency-management', 'utilities']",0,0.0,0.0,"['dependency-management', 'utilities']"
orfium/critical-dependabot-jira,"['project-management', 'dependency-management']",0,2.0,3.0,"['project-management', 'dependency-management']"
matteoh2o1999/setup-python,"['dependency-management', 'utilities']",0,0.0,0.0,"['dependency-management', 'utilities']"
logikal-io/install-hadoop,"['continuous-integration', 'dependency-management']",0,0.0,1.0,"['continuous-integration', 'dependency-management']"
animmouse/setup-appimage,"['continuous-integration', 'dependency-management']",0,0.0,1.0,"['continuous-integration', 'dependency-management']"
liorfrank/npm_audit_action,"['security', 'dependency-management']",0,0.0,0.0,"['security', 'dependency-management']"
felickz/dependabot-kev-action,"['security', 'dependency-management']",1,0.0,0.0,"['security', 'dependency-management']"
bilbu/audit-check,"['security', 'dependency-management']",0,,0.0,"['security', 'dependency-management']"
theahura/pip-compile-diff-action,['dependency-management'],1,0.0,0.0,['dependency-management']
logikal-io/install-chrome,"['continuous-integration', 'dependency-management']",0,0.0,1.0,"['continuous-integration', 'dependency-management']"
rknj/dependencies-updates-action,"['dependency-management', 'reporting']",0,,0.0,"['dependency-management', 'reporting']"
raulpadilladelgado/check-dependencies-in-pr-action,['dependency-management'],0,0.0,0.0,['dependency-management']
yassi-github/always-post-cache,"['dependency-management', 'utilities']",0,,0.0,"['dependency-management', 'utilities']"
vhanda/flutter-build-runner-action,"['dependency-management', 'utilities']",0,0.0,0.0,"['dependency-management', 'utilities']"
clutchd/turbostart-npm,"['continuous-integration', 'dependency-management']",0,1.0,0.0,"['continuous-integration', 'dependency-management']"
jetpack-io/devbox-install-action,"['continuous-integration', 'dependency-management']",0,1.0,0.0,"['continuous-integration', 'dependency-management']"
pyyjac/tailwindcss-update,['dependency-management'],0,,0.0,['dependency-management']
itsdrike/setup-poetry,['dependency-management'],1,0.0,0.0,['dependency-management']
extrawitz/11ty-dockerless-build,"['deployment', 'dependency-management']",0,0.0,1.0,"['deployment', 'dependency-management']"
mikefarah/yq,"['deployment', 'utilities']",71,2.0,7200.0,"['deployment', 'utilities']"
peaceiris/actions-gh-pages,"['deployment', 'publishing']",36,20.0,3600.0,"['deployment', 'publishing']"
jamesives/github-pages-deploy-action,"['deployment', 'publishing']",8,8.0,3400.0,"['deployment', 'publishing']"
release-drafter/release-drafter,"['deployment', 'publishing']",90,18.0,2700.0,"['deployment', 'publishing']"
peaceiris/actions-hugo,"['deployment', 'publishing']",12,7.0,1100.0,"['deployment', 'publishing']"
hashicorp/setup-terraform,"['deployment', 'utilities']",66,13.0,952.0,"['deployment', 'utilities']"
w9jds/firebase-action,['deployment'],16,4.0,791.0,['deployment']
ad-m/github-push-action,"['deployment', 'utilities']",36,2.0,956.0,"['deployment', 'utilities']"
jakejarvis/s3-sync-action,"['deployment', 'utilities']",35,18.0,839.0,"['deployment', 'utilities']"
pypa/gh-action-pypi-publish,"['deployment', 'publishing']",10,1.0,578.0,"['deployment', 'publishing']"
yanglbme/gitee-pages-action,"['deployment', 'publishing']",1,0.0,557.0,"['deployment', 'publishing']"
appleboy/scp-action,['deployment'],50,0.0,746.0,['deployment']
expo/expo-github-action,"['deployment', 'utilities']",11,1.0,515.0,"['deployment', 'utilities']"
einaregilsson/beanstalk-deploy,['deployment'],24,2.0,437.0,['deployment']
shimataro/ssh-key-action,"['deployment', 'publishing']",12,0.0,416.0,"['deployment', 'publishing']"
10up/action-wordpress-plugin-deploy,"['deployment', 'publishing']",17,4.0,427.0,"['deployment', 'publishing']"
serverless/github-action,['deployment'],22,0.0,523.0,['deployment']
samuelmeuli/action-electron-builder,"['deployment', 'publishing']",30,6.0,547.0,"['deployment', 'publishing']"
akhileshns/heroku-deploy,"['deployment', 'publishing']",45,14.0,886.0,"['deployment', 'publishing']"
svenstaro/upload-release-action,"['deployment', 'publishing']",20,5.0,377.0,"['deployment', 'publishing']"
crazy-max/ghaction-github-pages,"['deployment', 'publishing']",3,1.0,364.0,"['deployment', 'publishing']"
tryghost/action-deploy-theme,"['deployment', 'publishing']",5,2.0,302.0,"['deployment', 'publishing']"
shannah/jdeploy,"['deployment', 'desktop-tools']",35,5.0,292.0,"['deployment', 'desktop-tools']"
firebaseextended/action-hosting-deploy,['deployment'],70,20.0,498.0,['deployment']
bobheadxi/deployments,"['deployment', 'project-management']",2,7.0,303.0,"['deployment', 'project-management']"
js-devtools/npm-publish,"['deployment', 'publishing']",21,7.0,405.0,"['deployment', 'publishing']"
marvinpinto/action-automatic-releases,"['deployment', 'publishing']",1,,503.0,"['deployment', 'publishing']"
google-github-actions/deploy-cloudrun,"['deployment', 'publishing']",3,2.0,263.0,"['deployment', 'publishing']"
helaili/jekyll-action,"['deployment', 'publishing']",9,10.0,252.0,"['deployment', 'publishing']"
peaceiris/actions-mdbook,"['deployment', 'publishing']",11,3.0,232.0,"['deployment', 'publishing']"
actions/deploy-pages,"['deployment', 'publishing']",3,1.0,242.0,"['deployment', 'publishing']"
peter-evans/dockerhub-description,"['deployment', 'publishing']",2,0.0,224.0,"['deployment', 'publishing']"
google-github-actions/deploy-cloud-functions,"['deployment', 'publishing']",2,1.0,204.0,"['deployment', 'publishing']"
bonaysoft/uptoc,['deployment'],6,2.0,192.0,['deployment']
aws-actions/aws-cloudformation-github-deploy,"['deployment', 'publishing']",14,3.0,184.0,"['deployment', 'publishing']"
saml-to/assume-aws-role-action,"['deployment', 'security']",1,4.0,180.0,"['deployment', 'security']"
pulumi/actions,"['deployment', 'utilities']",32,9.0,184.0,"['deployment', 'utilities']"
appleboy/lambda-action,"['deployment', 'publishing']",13,1.0,279.0,"['deployment', 'publishing']"
burnett01/rsync-deployments,"['deployment', 'utilities']",0,0.0,206.0,"['deployment', 'utilities']"
google-github-actions/deploy-appengine,"['deployment', 'publishing']",2,2.0,168.0,"['deployment', 'publishing']"
mhausenblas/mkdocs-deploy-gh-pages,"['deployment', 'publishing']",23,6.0,190.0,"['deployment', 'publishing']"
aquiladev/ipfs-action,['deployment'],1,1.0,155.0,['deployment']
vsoch/pull-request-action,"['deployment', 'publishing']",0,0.0,152.0,"['deployment', 'publishing']"
fjogeleit/http-request-action,"['deployment', 'utilities']",2,0.0,158.0,"['deployment', 'utilities']"
dawidd6/action-ansible-playbook,"['deployment', 'publishing']",4,1.0,156.0,"['deployment', 'publishing']"
google-github-actions/upload-cloud-storage,"['deployment', 'publishing']",2,0.0,149.0,"['deployment', 'publishing']"
rust-build/rust-build.action,"['deployment', 'publishing']",16,0.0,166.0,"['deployment', 'publishing']"
s0/git-publish-subdir-action,"['deployment', 'publishing']",9,2.0,146.0,"['deployment', 'publishing']"
brandedoutcast/publish-nuget,"['deployment', 'publishing']",23,10.0,194.0,"['deployment', 'publishing']"
reggionick/s3-deploy,"['deployment', 'publishing']",11,13.0,155.0,"['deployment', 'publishing']"
game-ci/steam-deploy,"['deployment', 'publishing']",4,1.0,128.0,"['deployment', 'publishing']"
dokku/github-action,['deployment'],3,1.0,110.0,['deployment']
chetan/invalidate-cloudfront-action,"['deployment', 'publishing']",0,0.0,114.0,"['deployment', 'publishing']"
shalzz/zola-deploy-action,"['deployment', 'publishing']",3,1.0,158.0,"['deployment', 'publishing']"
wlixcc/sftp-deploy-action,"['deployment', 'utilities']",15,0.0,138.0,"['deployment', 'utilities']"
pgrimaud/action-shopify,"['deployment', 'publishing']",0,0.0,114.0,"['deployment', 'publishing']"
10up/action-wordpress-plugin-asset-update,"['deployment', 'publishing']",1,0.0,97.0,"['deployment', 'publishing']"
gigalixir/gigalixir-action,['deployment'],3,7.0,91.0,['deployment']
ralfg/python-wheels-manylinux-build,"['deployment', 'publishing']",1,0.0,85.0,"['deployment', 'publishing']"
actions/upload-pages-artifact,"['deployment', 'publishing']",8,0.0,91.0,"['deployment', 'publishing']"
sma11black/hexo-action,"['deployment', 'publishing']",1,0.0,130.0,"['deployment', 'publishing']"
octopusdeploy/install-octopus-cli-action,"['deployment', 'utilities']",3,0.0,78.0,"['deployment', 'utilities']"
jwalton/gh-find-current-pr,"['deployment', 'utilities']",7,6.0,110.0,"['deployment', 'utilities']"
jakejarvis/cloudflare-purge-action,"['deployment', 'utilities']",2,2.0,107.0,"['deployment', 'utilities']"
plasmohq/bpp,"['deployment', 'publishing']",6,1.0,83.0,"['deployment', 'publishing']"
vitalyliber/dokku-github-action,['deployment'],0,0.0,76.0,['deployment']
samuelmeuli/action-maven-publish,"['deployment', 'publishing']",5,3.0,91.0,"['deployment', 'publishing']"
schrodinger-hat/youtube-to-anchorfm,"['deployment', 'publishing']",10,1.0,88.0,"['deployment', 'publishing']"
endbug/version-check,"['deployment', 'publishing']",6,0.0,80.0,"['deployment', 'publishing']"
bcomnes/deploy-to-neocities,"['deployment', 'publishing']",3,0.0,74.0,"['deployment', 'publishing']"
haaleo/publish-vscode-extension,"['deployment', 'publishing']",4,1.0,146.0,"['deployment', 'publishing']"
lannonbr/vsce-action,['deployment'],4,0.0,77.0,['deployment']
octopusdeploy/create-release-action,"['deployment', 'utilities']",2,0.0,72.0,"['deployment', 'utilities']"
ksxgithub/github-actions-deploy-aur,['deployment'],0,3.0,77.0,['deployment']
jsmrcaga/action-netlify-deploy,['deployment'],4,2.0,72.0,['deployment']
dsaltares/fetch-gh-release-asset,['deployment'],2,0.0,81.0,['deployment']
sebastianpopp/ftp-action,"['deployment', 'publishing']",0,,92.0,"['deployment', 'publishing']"
jenkey2011/vuepress-deploy,"['deployment', 'publishing']",5,1.0,111.0,"['deployment', 'publishing']"
idoberko2/dokku-deploy-github-action,"['deployment', 'publishing']",3,2.0,78.0,"['deployment', 'publishing']"
andstor/copycat-action,"['deployment', 'utilities']",15,2.0,91.0,"['deployment', 'utilities']"
dawidd6/action-homebrew-bump-formula,"['deployment', 'publishing']",2,0.0,67.0,"['deployment', 'publishing']"
pyo3/maturin-action,"['deployment', 'utilities']",1,0.0,64.0,"['deployment', 'utilities']"
onramper/action-deploy-aws-static-site,"['deployment', 'publishing']",1,6.0,75.0,"['deployment', 'publishing']"
songmu/tagpr,"['deployment', 'open-source-management']",5,0.0,122.0,"['deployment', 'open-source-management']"
crazy-max/ghaction-chocolatey,"['deployment', 'utilities']",0,1.0,63.0,"['deployment', 'utilities']"
haythem/public-ip,"['deployment', 'security']",3,0.0,64.0,"['deployment', 'security']"
swiftdocorg/github-wiki-publish-action,"['deployment', 'utilities']",0,1.0,75.0,"['deployment', 'utilities']"
google-github-actions/get-gke-credentials,"['deployment', 'security']",2,0.0,64.0,"['deployment', 'security']"
johno/actions-push-subdirectories,"['deployment', 'publishing']",2,1.0,60.0,"['deployment', 'publishing']"
christian-draeger/increment-semantic-version,"['deployment', 'utilities']",3,0.0,62.0,"['deployment', 'utilities']"
lowply/deploy-firebase,['deployment'],2,0.0,69.0,['deployment']
meedamian/github-release,"['deployment', 'publishing']",10,2.0,61.0,"['deployment', 'publishing']"
octoprint/custopizer,['deployment'],0,1.0,66.0,['deployment']
montudor/action-zip,"['deployment', 'utilities']",2,0.0,73.0,"['deployment', 'utilities']"
benmatselby/hugo-deploy-gh-pages,['deployment'],0,0.0,49.0,['deployment']
nelonoel/branch-name,"['deployment', 'utilities']",4,5.0,56.0,"['deployment', 'utilities']"
wei/rclone,"['deployment', 'publishing']",1,0.0,67.0,"['deployment', 'publishing']"
jzweifel/gatsby-cli-github-action,['deployment'],5,1.0,47.0,['deployment']
jovrtn/github-action-wpengine-git-deploy,"['deployment', 'publishing']",3,0.0,46.0,"['deployment', 'publishing']"
azure/sql-action,['deployment'],8,10.0,53.0,['deployment']
actions/configure-pages,"['deployment', 'publishing']",3,1.0,52.0,"['deployment', 'publishing']"
trmcnvn/chrome-addon,"['deployment', 'publishing']",8,3.0,53.0,"['deployment', 'publishing']"
rollbar/github-deploy-action,"['deployment', 'monitoring']",4,3.0,49.0,"['deployment', 'monitoring']"
armory/cli-deploy-action,['deployment'],0,0.0,42.0,['deployment']
sphinx-notes/pages,"['deployment', 'publishing']",4,1.0,42.0,"['deployment', 'publishing']"
jackmckew/pyinstaller-action-windows,"['deployment', 'publishing']",12,1.0,103.0,"['deployment', 'publishing']"
tinted-theming/base16-builder-go,['deployment'],8,4.0,43.0,['deployment']
actions-js/push,"['deployment', 'publishing']",1,1.0,44.0,"['deployment', 'publishing']"
mariamrf/py-lambda-action,['deployment'],2,4.0,52.0,['deployment']
xorilog/cloudflare-dns-action,"['deployment', 'utilities']",2,0.0,44.0,"['deployment', 'utilities']"
butlerlogic/action-autotag,"['deployment', 'publishing']",6,1.0,56.0,"['deployment', 'publishing']"
withastro/action,"['deployment', 'publishing']",1,2.0,53.0,"['deployment', 'publishing']"
jonelantha/gatsby-s3-action,"['deployment', 'publishing']",0,1.0,40.0,"['deployment', 'publishing']"
itskarma/aws-cli,"['deployment', 'utilities']",2,2.0,46.0,"['deployment', 'utilities']"
cecilapp/github-pages-deploy,"['deployment', 'publishing']",2,0.0,42.0,"['deployment', 'publishing']"
aaronpanch/action-serverless,['deployment'],3,1.0,36.0,['deployment']
sand4rt/ftp-deployer,"['deployment', 'publishing']",0,0.0,36.0,"['deployment', 'publishing']"
mariamrf/py-package-publish-action,"['deployment', 'publishing']",0,0.0,35.0,"['deployment', 'publishing']"
nhevia/discord-styled-releases,"['deployment', 'publishing']",3,0.0,37.0,"['deployment', 'publishing']"
mnao305/chrome-extension-upload,"['deployment', 'publishing']",1,1.0,37.0,"['deployment', 'publishing']"
pulumi/setup-pulumi,"['deployment', 'utilities']",4,9.0,45.0,"['deployment', 'utilities']"
kevinpainchaud/simple-ftp-deploy-action,['deployment'],0,0.0,44.0,['deployment']
aws-actions/amazon-eks-fargate,['deployment'],2,1.0,48.0,['deployment']
crazy-max/ghaction-upx,"['deployment', 'utilities']",2,1.0,35.0,"['deployment', 'utilities']"
sebastianpopp/git-ftp-action,"['deployment', 'publishing']",1,0.0,34.0,"['deployment', 'publishing']"
fregante/setup-git-user,"['deployment', 'publishing']",0,0.0,45.0,"['deployment', 'publishing']"
47ng/actions-clever-cloud,['deployment'],3,2.0,33.0,['deployment']
goodsmileduck/yandex-serverless-action,"['deployment', 'publishing']",3,1.0,32.0,"['deployment', 'publishing']"
jakejarvis/hugo-build-action,"['deployment', 'publishing']",3,0.0,32.0,"['deployment', 'publishing']"
aenterprise/rsync-deploy,['deployment'],3,0.0,39.0,['deployment']
web3-storage/add-to-web3,"['deployment', 'backup-utilities']",3,5.0,44.0,"['deployment', 'backup-utilities']"
webifier/build,"['deployment', 'publishing']",2,0.0,33.0,"['deployment', 'publishing']"
azure/build-vm-image,['deployment'],3,2.0,31.0,['deployment']
consensys/kubernetes-action,['deployment'],2,3.0,37.0,['deployment']
tiagonnascimento/sfdx-orgdev-build-deploy,"['deployment', 'testing']",3,11.0,45.0,"['deployment', 'testing']"
azure/policy-compliance-scan,['deployment'],2,7.0,45.0,['deployment']
andycasey/paper-maker,"['deployment', 'publishing']",0,0.0,29.0,"['deployment', 'publishing']"
joeblau/publish-generate-action,"['deployment', 'publishing']",0,0.0,31.0,"['deployment', 'publishing']"
actions/jekyll-build-pages,"['deployment', 'publishing']",2,0.0,35.0,"['deployment', 'publishing']"
artis3n/ansible_galaxy_collection,['deployment'],2,2.0,34.0,['deployment']
cmgriffing/scully-gh-pages-action,['deployment'],2,4.0,36.0,['deployment']
artemsbulgakov/buildozer-action,"['deployment', 'publishing']",9,0.0,54.0,"['deployment', 'publishing']"
mikeesto/heroku-awake,"['deployment', 'utilities']",0,0.0,51.0,"['deployment', 'utilities']"
gonuit/heroku-docker-deploy,['deployment'],9,1.0,88.0,['deployment']
zwaldowski/semver-release-action,"['deployment', 'utilities']",3,0.0,31.0,"['deployment', 'utilities']"
menci/acme,"['deployment', 'security']",1,0.0,30.0,"['deployment', 'security']"
alex-page/blazing-fast-gh-pages-deploy,"['deployment', 'publishing']",2,0.0,33.0,"['deployment', 'publishing']"
nikeee/docfx-action,"['deployment', 'publishing']",5,0.0,39.0,"['deployment', 'publishing']"
limjh16/jekyll-action-ts,['deployment'],4,18.0,40.0,['deployment']
machine-learning-apps/actions-argo,"['deployment', 'ai-assisted']",0,1.0,32.0,"['deployment', 'ai-assisted']"
masutaka/github-actions-all-in-one-project,"['deployment', 'project-management']",0,0.0,27.0,"['deployment', 'project-management']"
appleboy/gh-pages-action,"['deployment', 'publishing']",0,0.0,27.0,"['deployment', 'publishing']"
azure/manage-azure-policy,['deployment'],5,0.0,43.0,['deployment']
athackst/mkdocs-simple-plugin,"['deployment', 'publishing']",0,4.0,28.0,"['deployment', 'publishing']"
strumwolf/delete-deployment-environment,"['deployment', 'utilities']",0,1.0,31.0,"['deployment', 'utilities']"
wangyucode/sftp-upload-action,['deployment'],5,0.0,27.0,['deployment']
jaywcjlove/changelog-generator,"['deployment', 'publishing']",2,1.0,25.0,"['deployment', 'publishing']"
sanity-io/github-action-sanity,['deployment'],4,1.0,39.0,['deployment']
deliverybot/deployment-status,['deployment'],2,4.0,24.0,['deployment']
srt32/uptime,"['deployment', 'utilities']",3,1.0,31.0,"['deployment', 'utilities']"
autero1/action-terragrunt,"['deployment', 'utilities']",1,10.0,28.0,"['deployment', 'utilities']"
xom9ikk/dotenv,"['deployment', 'utilities']",3,0.0,25.0,"['deployment', 'utilities']"
trmcnvn/firefox-addon,"['deployment', 'publishing']",3,0.0,35.0,"['deployment', 'publishing']"
michaelhenry/deploy-to-cocoapods-github-action,"['deployment', 'open-source-management']",1,0.0,30.0,"['deployment', 'open-source-management']"
robertdebock/galaxy-action,"['deployment', 'testing']",2,0.0,25.0,"['deployment', 'testing']"
sourcetoad/aws-codedeploy-action,"['deployment', 'publishing']",0,0.0,25.0,"['deployment', 'publishing']"
octopusdeploy/push-package-action,"['deployment', 'utilities']",0,0.0,23.0,"['deployment', 'utilities']"
svenstaro/upx-action,"['deployment', 'utilities']",0,0.0,23.0,"['deployment', 'utilities']"
shopify/upload-to-release,"['deployment', 'publishing']",3,3.0,25.0,"['deployment', 'publishing']"
wyrihaximus/github-action-helm3,['deployment'],6,2.0,37.0,['deployment']
sagebind/docker-swarm-deploy-action,['deployment'],1,0.0,30.0,['deployment']
exuanbo/actions-deploy-gist,"['deployment', 'publishing']",3,2.0,26.0,"['deployment', 'publishing']"
xrealneon/vuepagesaction,['deployment'],5,4.0,56.0,['deployment']
thenativeweb/get-next-version,"['deployment', 'publishing']",2,2.0,39.0,"['deployment', 'publishing']"
oleksiyrudenko/gha-git-credentials,"['deployment', 'publishing']",4,1.0,22.0,"['deployment', 'publishing']"
vedantmgoyal2009/winget-releaser,"['deployment', 'publishing']",4,1.0,37.0,"['deployment', 'publishing']"
wandalen/wretry.action,"['deployment', 'testing']",8,4.0,27.0,"['deployment', 'testing']"
tpaschalis/s3-cp-action,['deployment'],1,2.0,24.0,['deployment']
kewisch/action-web-ext,"['deployment', 'publishing']",0,1.0,32.0,"['deployment', 'publishing']"
xampprocky/deploy-mdbook,"['deployment', 'publishing']",0,21.0,27.0,"['deployment', 'publishing']"
liquibase/liquibase-github-action,"['deployment', 'testing']",1,2.0,25.0,"['deployment', 'testing']"
kielabokkie/ssh-key-and-known-hosts-action,"['deployment', 'utilities']",1,0.0,21.0,"['deployment', 'utilities']"
glennmen/ploi-deploy-action,"['deployment', 'community']",0,1.0,29.0,"['deployment', 'community']"
zxyle/publish-gae-action,"['deployment', 'publishing']",5,2.0,24.0,"['deployment', 'publishing']"
joshlarsen/jekyll4-deploy-gh-pages,"['deployment', 'publishing']",0,0.0,28.0,"['deployment', 'publishing']"
kamranahmedse/github-pages-blog-action,"['deployment', 'publishing']",1,1.0,48.0,"['deployment', 'publishing']"
denvercoder1/doxygen-github-pages-action,"['deployment', 'publishing']",0,0.0,24.0,"['deployment', 'publishing']"
rayluo/github-pages-overwriter,"['deployment', 'publishing']",0,1.0,21.0,"['deployment', 'publishing']"
unlyed/github-action-await-vercel,"['deployment', 'utilities']",2,0.0,20.0,"['deployment', 'utilities']"
dswistowski/surge-sh-action,['deployment'],0,5.0,28.0,['deployment']
yrpang/github-actions-hexo,"['deployment', 'publishing']",1,0.0,19.0,"['deployment', 'publishing']"
citizen-of-planet-earth/cf-cli-action,"['deployment', 'publishing']",0,1.0,23.0,"['deployment', 'publishing']"
pkgdeps/git-tag-action,"['deployment', 'publishing']",1,0.0,27.0,"['deployment', 'publishing']"
nuitka/nuitka-action,"['deployment', 'publishing']",2,0.0,26.0,"['deployment', 'publishing']"
kciter/terraform-apply-for-aws-action,['deployment'],1,0.0,21.0,['deployment']
jwsi/secret-parser,"['deployment', 'utilities']",1,0.0,22.0,"['deployment', 'utilities']"
kouki-dan/git-issue-release,"['deployment', 'project-management']",2,4.0,27.0,"['deployment', 'project-management']"
plg-works/ghost-static-website-generator,"['deployment', 'utilities']",0,0.0,20.0,"['deployment', 'utilities']"
cargo-bins/release-pr,"['deployment', 'project-management']",0,6.0,18.0,"['deployment', 'project-management']"
feeloor/azure-static-website-deploy,['deployment'],0,0.0,17.0,['deployment']
mainmatter/ember-asset-size-action,"['deployment', 'monitoring']",6,10.0,21.0,"['deployment', 'monitoring']"
klemensas/action-autotag,"['deployment', 'publishing']",0,,26.0,"['deployment', 'publishing']"
katyo/publish-crates,"['deployment', 'publishing']",2,8.0,34.0,"['deployment', 'publishing']"
mgenteluci/cloudformation-deploy-action,"['deployment', 'publishing']",1,0.0,17.0,"['deployment', 'publishing']"
valerianpereira/backup-action,"['deployment', 'utilities']",3,0.0,39.0,"['deployment', 'utilities']"
nathanvaughn/actions-cloudflare-purge,"['deployment', 'publishing']",0,0.0,17.0,"['deployment', 'publishing']"
jonahsnider/firebase-action,"['deployment', 'publishing']",0,1.0,19.0,"['deployment', 'publishing']"
thatisuday/go-cross-build,"['deployment', 'utilities']",4,2.0,27.0,"['deployment', 'utilities']"
omppye-tech/gcp-storage-sync,"['deployment', 'utilities']",0,0.0,21.0,"['deployment', 'utilities']"
jstastny/publish-gem-to-github,"['deployment', 'publishing']",0,0.0,16.0,"['deployment', 'publishing']"
webfreak001/deploy-nightly,"['deployment', 'publishing']",2,0.0,16.0,"['deployment', 'publishing']"
jeanlescure/react-deploy-to-s3-action,"['deployment', 'open-source-management']",1,0.0,37.0,"['deployment', 'open-source-management']"
airfordable/ecs-deploy-task-definition-to-scheduled-task,['deployment'],4,15.0,20.0,['deployment']
caixw/blogit,"['deployment', 'publishing']",0,0.0,15.0,"['deployment', 'publishing']"
hubspot/hubspot-cms-deploy-action,['deployment'],4,1.0,23.0,['deployment']
sinedied/publish-devto,"['deployment', 'publishing']",1,1.0,27.0,"['deployment', 'publishing']"
lancemccarthy/action-azureblobupload,"['deployment', 'publishing']",0,0.0,15.0,"['deployment', 'publishing']"
atymic/sitemap-ping-action,"['deployment', 'publishing']",0,3.0,17.0,"['deployment', 'publishing']"
octopusdeploy/run-runbook-action,"['deployment', 'utilities']",1,0.0,15.0,"['deployment', 'utilities']"
