actions,categories,open_issues,pull_requests,stars,category
roderik/unfurl-dropbox-screenshots,"['project-management', 'utilities']",0,16.0,3.0,"['project-management', 'utilities']"
seed-of-apricot/issue-list-readme,"['project-management', 'open-source-management']",3,1.0,8.0,"['project-management', 'open-source-management']"
rulesets/rulesets,"['project-management', 'utilities']",0,0.0,1.0,"['project-management', 'utilities']"
cybervoid/gajira-get-issue,"['project-management', 'support']",1,2.0,1.0,"['project-management', 'support']"
beyond5959/create-release-github,"['project-management', 'publishing']",0,,7.0,"['project-management', 'publishing']"
melheffe/rails_version_tagger,"['continuous-integration', 'project-management']",0,0.0,1.0,"['continuous-integration', 'project-management']"
robertmrowiec/urls-checker,"['project-management', 'code-search']",0,5.0,2.0,"['project-management', 'code-search']"
dragonraid/sls-action,"['deployment', 'project-management']",0,0.0,3.0,"['deployment', 'project-management']"
conao3/setup-keg,['project-management'],0,13.0,1.0,['project-management']
nashmaniac/create-issue-action,"['project-management', 'support']",2,3.0,3.0,"['project-management', 'support']"
syeutyu/validate-changed-files,"['project-management', 'support']",0,2.0,1.0,"['project-management', 'support']"
lee-dohm/select-matching-issues,"['project-management', 'support']",1,22.0,2.0,"['project-management', 'support']"
devansh-maurya/get-email-message-from-branch-action,"['project-management', 'open-source-management']",0,19.0,1.0,"['project-management', 'open-source-management']"
boneskull/more-linked-issues-action,"['project-management', 'utilities']",3,1.0,2.0,"['project-management', 'utilities']"
tylerleonhardt/first-interaction-pwsh,"['project-management', 'open-source-management']",1,2.0,1.0,"['project-management', 'open-source-management']"
raohai/datocms2md,"['project-management', 'publishing']",0,6.0,1.0,"['project-management', 'publishing']"
jenschelkopf/broadcast-action,['project-management'],0,3.0,1.0,['project-management']
therealwaldo/jira-get-issue,['project-management'],0,1.0,2.0,['project-management']
harsh-2711/ghost-issues-notifier-actions,"['project-management', 'open-source-management']",0,0.0,1.0,"['project-management', 'open-source-management']"
longfangsong/another-criterion-compare-action,"['continuous-integration', 'time-tracking']",0,0.0,1.0,"['continuous-integration', 'time-tracking']"
mlg87/label-check-action,['project-management'],1,0.0,1.0,['project-management']
test-room-7/action-publish-release-drafts,"['deployment', 'project-management']",1,0.0,2.0,"['deployment', 'project-management']"
jamminroot/todo-2-azdo,"['project-management', 'utilities']",0,0.0,1.0,"['project-management', 'utilities']"
zoi-aoba/issue-convert-to-notion,['project-management'],0,0.0,2.0,['project-management']
charpi/jira-release-actions,"['continuous-integration', 'project-management']",0,7.0,3.0,"['continuous-integration', 'project-management']"
yassinebridi/pushbullet-action,"['project-management', 'reporting']",0,0.0,1.0,"['project-management', 'reporting']"
jeffdanielperso/github-project-auto,"['project-management', 'utilities']",1,0.0,1.0,"['project-management', 'utilities']"
buluma/create-an-issue,"['project-management', 'utilities']",0,0.0,1.0,"['project-management', 'utilities']"
sters/github-actions-collect-unreleased-commits,"['deployment', 'project-management']",0,0.0,1.0,"['deployment', 'project-management']"
planet-code/release-tag-action,"['deployment', 'project-management']",0,0.0,1.0,"['deployment', 'project-management']"
poorva17/create-pr-action,"['project-management', 'utilities']",0,1.0,1.0,"['project-management', 'utilities']"
onxmaps/jirafy-sync,"['continuous-integration', 'project-management']",1,3.0,1.0,"['continuous-integration', 'project-management']"
yash-singh1/pr-labeler-config-validator,['project-management'],0,3.0,1.0,['project-management']
emagers/ab-story-validation-action,"['continuous-integration', 'project-management']",0,0.0,2.0,"['continuous-integration', 'project-management']"
jefeish/project-template-action,"['project-management', 'utilities']",3,5.0,2.0,"['project-management', 'utilities']"
seripap/gh-linear-action,['project-management'],0,0.0,2.0,['project-management']
abordage/wakatime-box,"['time-tracking', 'community']",0,0.0,2.0,"['time-tracking', 'community']"
sonofmagic/github-repository-distributor,"['project-management', 'code-search']",0,0.0,3.0,"['project-management', 'code-search']"
ckotzbauer/label-command-action,"['project-management', 'utilities']",0,0.0,2.0,"['project-management', 'utilities']"
devtomio/action-railway,"['continuous-integration', 'project-management']",1,1.0,3.0,"['continuous-integration', 'project-management']"
ikanago/issue-deadline-manager,['project-management'],6,6.0,2.0,['project-management']
guillaumefalourd/git-commit-push,"['continuous-integration', 'project-management']",1,0.0,6.0,"['continuous-integration', 'project-management']"
duncanmcclean/post-release-comments,"['project-management', 'community']",0,0.0,1.0,"['project-management', 'community']"
ineshbose/wiki-action,['project-management'],0,0.0,1.0,['project-management']
denvercoderone/readme-repos-list,"['project-management', 'utilities']",0,,6.0,"['project-management', 'utilities']"
deividy/move-stale-issues,"['continuous-integration', 'project-management']",0,0.0,1.0,"['continuous-integration', 'project-management']"
cyberdantes/filter-branches,"['continuous-integration', 'project-management']",13,,1.0,"['continuous-integration', 'project-management']"
thedotlabs/github-asana-action,['project-management'],0,0.0,1.0,['project-management']
pritishvaidya/github-project-board-automation,"['project-management', 'open-source-management']",0,0.0,1.0,"['project-management', 'open-source-management']"
cactusz/linear-mutate-issues,"['project-management', 'utilities']",2,8.0,1.0,"['project-management', 'utilities']"
buttercam/secret-dispatcher,"['project-management', 'utilities']",0,8.0,1.0,"['project-management', 'utilities']"
nektro/actions-setup-zigmod,"['continuous-integration', 'project-management']",1,1.0,4.0,"['continuous-integration', 'project-management']"
dreygur/doxygen,['project-management'],0,0.0,5.0,['project-management']
venh/branch-protection,"['project-management', 'utilities']",0,0.0,3.0,"['project-management', 'utilities']"
lukaprebil/jira-merged-action,"['continuous-integration', 'project-management']",0,5.0,3.0,"['continuous-integration', 'project-management']"
lachhebo/breaktime,"['project-management', 'time-tracking']",0,0.0,1.0,"['project-management', 'time-tracking']"
42js/pr-checker,"['project-management', 'community']",1,0.0,1.0,"['project-management', 'community']"
pyrbin/single-pr-updater,"['project-management', 'publishing']",0,0.0,1.0,"['project-management', 'publishing']"
matthamil/labeler,['project-management'],0,0.0,1.0,['project-management']
philip-gai/github-ado-chatops,"['project-management', 'utilities']",15,0.0,4.0,"['project-management', 'utilities']"
byunguk/jira-issue-details,"['project-management', 'support']",0,1.0,1.0,"['project-management', 'support']"
web3actions/price-feeds,"['project-management', 'utilities']",0,4.0,1.0,"['project-management', 'utilities']"
ammaratef45/pr-url-action,"['project-management', 'reporting']",0,0.0,1.0,"['project-management', 'reporting']"
colindembovsky/az-create-work-item,"['project-management', 'utilities']",0,5.0,1.0,"['project-management', 'utilities']"
oflynned/android-version-bump,"['continuous-integration', 'project-management']",3,21.0,5.0,"['continuous-integration', 'project-management']"
obvioussean/tasks-action,['project-management'],0,0.0,1.0,['project-management']
hunhoon21/github-issue-to-shortcut-story,"['project-management', 'reporting']",0,0.0,1.0,"['project-management', 'reporting']"
lando/transfer-issue-action,"['project-management', 'utilities']",0,5.0,3.0,"['project-management', 'utilities']"
anencore94/clubhouse-github-action,"['project-management', 'utilities']",2,0.0,1.0,"['project-management', 'utilities']"
ineshbose/project-card-action,['project-management'],0,0.0,1.0,['project-management']
matheusvellone/labels-as-parameters,"['project-management', 'utilities']",0,5.0,4.0,"['project-management', 'utilities']"
feelpp/action-install-feelpp,"['continuous-integration', 'project-management']",0,0.0,1.0,"['continuous-integration', 'project-management']"
frankdejonge/action-close-subsplit-pr,"['project-management', 'open-source-management']",0,6.0,1.0,"['project-management', 'open-source-management']"
agonzalezl/readme-to-notion-action,"['project-management', 'utilities']",0,0.0,6.0,"['project-management', 'utilities']"
huohuas001/minebbs-auto-release,"['deployment', 'project-management']",0,0.0,1.0,"['deployment', 'project-management']"
car-on-sale/action-pull-request-another-repo,['project-management'],0,,1.0,['project-management']
idleberg/create-playdate-release,"['project-management', 'publishing']",0,0.0,2.0,"['project-management', 'publishing']"
idleberg/setup-playdate-sdk,"['project-management', 'utilities']",0,0.0,4.0,"['project-management', 'utilities']"
grevend/moscow-prioritization,['project-management'],0,1.0,1.0,['project-management']
nick22985/dev-stats,"['time-tracking', 'utilities']",0,10.0,2.0,"['time-tracking', 'utilities']"
monry/actions-get-project-id,"['project-management', 'utilities']",0,0.0,2.0,"['project-management', 'utilities']"
monry/actions-get-issue-id,"['project-management', 'utilities']",0,0.0,1.0,"['project-management', 'utilities']"
monry/actions-delete-issue-from-project,['project-management'],0,0.0,2.0,['project-management']
sv-tools/create-milestone-action,"['continuous-integration', 'project-management']",0,4.0,1.0,"['continuous-integration', 'project-management']"
sv-tools/change-milestone-action,"['continuous-integration', 'project-management']",0,4.0,1.0,"['continuous-integration', 'project-management']"
mortenduus/create-repo-action,['project-management'],0,,1.0,['project-management']
valerauko/wrike-ist,"['project-management', 'time-tracking']",0,0.0,1.0,"['project-management', 'time-tracking']"
hcancelik/pr-approval-tracker,"['project-management', 'reporting']",0,3.0,1.0,"['project-management', 'reporting']"
zhengbangbo/update-repository-description,"['project-management', 'open-source-management']",1,0.0,1.0,"['project-management', 'open-source-management']"
contractify/add-jira-info,"['project-management', 'utilities']",0,0.0,4.0,"['project-management', 'utilities']"
rodush/github-action-jira-release,"['project-management', 'publishing']",0,0.0,2.0,"['project-management', 'publishing']"
empathictech/versioning-checker,"['continuous-integration', 'project-management']",1,0.0,1.0,"['continuous-integration', 'project-management']"
bflad/action-milestone-comment,"['project-management', 'open-source-management']",1,2.0,1.0,"['project-management', 'open-source-management']"
nickrtr/wakatime-readme,"['time-tracking', 'community']",0,0.0,1.0,"['time-tracking', 'community']"
prosyslab/dude,"['project-management', 'ai-assisted']",0,0.0,1.0,"['project-management', 'ai-assisted']"
kyanagimoto/assignee4label,['project-management'],1,0.0,1.0,['project-management']
ov7a/link-issue-action,"['project-management', 'utilities']",0,0.0,1.0,"['project-management', 'utilities']"
tj-actions/cargo-bump,"['project-management', 'utilities']",0,0.0,1.0,"['project-management', 'utilities']"
brapoprod/get-jira-tickets-from-github-release-action,"['project-management', 'publishing']",0,0.0,1.0,"['project-management', 'publishing']"
obannon37/zenhub-link-pr-to-issue,['project-management'],0,,0.0,['project-management']
actions-ecosystem/action-create-issue,"['project-management', 'open-source-management']",2,6.0,5.0,"['project-management', 'open-source-management']"
alldevic/arduino-sketchjson-parser,"['continuous-integration', 'project-management']",1,9.0,0.0,"['continuous-integration', 'project-management']"
kin/gh-action-move-issues-to-column,"['project-management', 'utilities']",5,2.0,1.0,"['project-management', 'utilities']"
vincent178/labeler,"['continuous-integration', 'project-management']",0,,0.0,"['continuous-integration', 'project-management']"
